last_name	gender	address	emails	birth_date	universities	inscription_date	careers	locations	age
melissa-davis	f	"14729-lisa-viaduct
south-victoriaview,-co-41283"	ksnyder@yahoo.com	19-07-1980	universidad-del-cine	11-09-2020	licenciatura-en-ciencias-biológicas	colonia-el-simbol	42
benjamin-nichols	m	"88763-anna-radial-suite-808
danielchester,-nj-50921"	zavery@gmail.com	09-02-1948	universidad-del-cine	11-01-2021	técnico-para-bioterios-	balcarce	74
julie-campbell	f	"507-reyes-island
thomasstad,-de-83556"	rgarcia@yahoo.com	30-01-1963	universidad-del-cine	02-06-2020	técnico-para-bioterios-	cañadon-botello	59
marie-turner	f	"9477-ross-divide-suite-725
west-jenniferberg,-va-36403"	jreed@yahoo.com	30-09-1946	universidad-del-cine	14-03-2020	bioquímica	del-valle	76
austin-holland	m	"54771-debra-squares-suite-881
north-josephtown,-ok-43240"	thomasmary@yahoo.com	20-09-1991	universidad-del-cine	24-12-2019	licenciatura-en-ciencias-geológicas	estacion-uspallata	31
jennifer-peters	f	"6675-jackson-lights-apt.-101
wilsonland,-nm-32051"	hhernandez@yahoo.com	29-02-1980	universidad-del-cine	11-01-2021	licenciatura-en-ciencias-biológicas	el-abanico	42
michael-gomez	m	"440-mackenzie-curve
east-johnton,-or-63781"	sjordan@gmail.com	03-05-1971	universidad-del-cine	13-10-2019	licenciatura-en-terapia-ocupacional	america	51
jamie-wilson	f	"8474-larry-parkways
paulview,-me-11508"	murphycaleb@gmail.com	16-03-1985	universidad-del-cine	20-09-2020	licenciatura-en-ciencia-política-	aceilan	37
jamie-patterson	f	"475-chavez-junctions
jeffreyport,-ak-21241"	rebecca21@hotmail.com	19-08-1959	universidad-del-cine	04-03-2020	bioquímica	arroyo-magdalena	63
sherry-sanchez	f	"9085-scott-hills
greenbury,-nj-45990"	marykramer@gmail.com	04-08-1936	universidad-del-cine	08-07-2021	diseño-de-imagen-y-sonido	mariano-acosta	86
donald-christensen	m	"35845-campbell-expressway-apt.-686
amberfurt,-la-51702"	vwalker@yahoo.com	04-09-1944	universidad-del-cine	13-02-2020	medicina	crotto	78
kevin-miller	m	"36746-solomon-knolls
fordfurt,-mt-67372"	shortmichael@hotmail.com	01-04-1950	universidad-del-cine	29-11-2020	diseño-industrial	alto-verde	72
alyssa-wright	f	"6026-ramos-mountain-apt.-953
new-scottstad,-nj-64184"	thompsonzachary@hotmail.com	05-10-1948	universidad-del-cine	10-04-2020	licenciatura-en-planificación-y-diseño-del-paisaje	sarandi	74
sarah-harris	f	"5225-delgado-light-apt.-198
bishopstad,-ca-80947"	carlamartin@hotmail.com	28-04-1988	universidad-del-cine	19-07-2020	diseño-industrial	campo-santo-domingo	34
shane-zhang	m	"usnv-martin
fpo-ae-03757"	kevin75@gmail.com	06-05-1981	universidad-del-cine	09-05-2020	licenciatura-en-ciencia-y-tecnología-de-alimentos	aldao	41
bobby-mckinney	m	"7788-meagan-island
new-derekmouth,-co-58459"	rebeccagomez@yahoo.com	12-03-1957	universidad-del-cine	18-03-2021	licenciatura-en-ciencias-de-la-computación	adolfo-alsina	65
james-potter	m	"0732-brady-plains-apt.-158
jeremyland,-in-98134"	michele48@yahoo.com	12-02-1952	universidad-del-cine	15-12-2019	ingeniería-mecánica	almirante-irizar	70
joel-mcgrath	m	"644-jeffrey-square
west-judy,-ia-46140"	cynthia61@hotmail.com	29-04-2002	universidad-del-cine	02-10-2021	arquitectura	comodoro-py	20
mr.-marc-atkins-md	m	"9775-bryant-mills-suite-269
raymondborough,-mi-27724"	susan18@gmail.com	22-11-2003	universidad-del-cine	22-04-2020	licenciatura-en-ciencias-antropológicas	bauer-y-sigel	18
christopher-banks	m	"110-paul-well-apt.-390
davidland,-sc-69149"	manningcharlene@yahoo.com	18-12-1984	universidad-del-cine	22-08-2020	contador-público-	acaragua	37
veronica-jones	f	"218-reynolds-unions
youngfort,-hi-21783"	tammy63@gmail.com	21-03-1994	universidad-del-cine	10-12-2021	contador-público-	amambay	28
isaac-armstrong	m	"479-chad-trafficway
north-steven,-tn-91163"	stephanieward@gmail.com	10-10-1998	universidad-del-cine	05-09-2020	licenciatura-en-ciencias-de-la-computación	aeropuerto-ezeiza	24
stephanie-anderson	f	"82061-andrea-mall-apt.-227
south-sandramouth,-mi-89974"	fharrison@yahoo.com	31-05-1965	universidad-del-cine	12-05-2020	licenciatura-en-gestión-de-agroalimentos	aserradero-arroyo	57
brian-lamb	m	"1326-kellie-lane
joelfort,-vt-43397"	olsendonna@gmail.com	13-04-1957	universidad-del-cine	23-02-2020	licenciatura-en-administración-	candioti	65
kevin-hicks	m	"16107-chambers-heights-suite-744
north-crystalmouth,-id-23559"	fordchristine@hotmail.com	12-10-1950	universidad-del-cine	08-03-2021	licenciatura-en-ciencias-biológicas	canal-15-cerro-de-la-gloria	72
rebecca-barnett	f	"47341-cox-groves-suite-918
waremouth,-oh-70693"	kiddalexis@yahoo.com	29-04-1991	universidad-del-cine	19-01-2021	ingeniería-electrónica	colonia-egido	31
shelby-miller	f	"18285-anderson-islands
kyleville,-ak-17818"	dburns@yahoo.com	24-08-1965	universidad-del-cine	23-10-2020	licenciatura-en-terapia-ocupacional	bajo-de-los-huesos	57
robert-johnson	m	"unit-5171-box-5848
dpo-ae-56851"	stanley08@gmail.com	01-09-1979	universidad-del-cine	15-12-2020	ingeniería-en-informática	el-trebol	43
philip-melton	m	"psc-2520,-box-9355
apo-ap-97831"	bfoley@yahoo.com	24-08-1934	universidad-del-cine	22-11-2020	licenciatura-en-ciencias-de-la-educación-	agustoni	88
mike-fowler	m	"81590-lewis-orchard-suite-173
east-michael,-ia-41987"	stacysantos@yahoo.com	07-08-1938	universidad-del-cine	11-11-2020	licenciatura-en-planificación-y-diseño-del-paisaje	arroyo-seco	84
tammy-cole	f	"64381-rebekah-harbors
adamston,-me-13055"	kimbenjamin@gmail.com	18-03-1957	universidad-del-cine	04-12-2020	licenciatura-en-kinesiología-y-fisiatría	castelar	65
sherri-daniels	f	"627-michael-meadows-apt.-669
stephaniemouth,-or-02098"	sabrina22@gmail.com	27-08-1974	universidad-del-cine	28-04-2021	licenciatura-en-ciencias-antropológicas	los-corredores	48
antonio-butler	m	"30987-walters-parks-suite-700
adamsbury,-va-54565"	kimolson@gmail.com	25-07-1986	universidad-del-cine	27-11-2019	medicina	kilometro-112	36
tina-stevens	f	"3938-patricia-burgs-suite-578
north-travis,-ca-79604"	agonzalez@yahoo.com	12-09-1977	universidad-del-cine	17-05-2020	licenciatura-en-artes	arroyo-aguila-negra	45
nicole-cunningham	f	"412-page-station-apt.-554
lake-gregory,-fl-28851"	joyferguson@hotmail.com	11-08-1953	universidad-del-cine	20-07-2020	agronomía	el-rincon	69
denise-taylor	f	"793-harris-underpass-apt.-857
south-lance,-mn-38823"	nguyenrobert@gmail.com	29-06-1977	universidad-del-cine	08-04-2020	licenciatura-en-ciencias-ambientales	luis-chico	45
brittany-clements	f	"2022-long-springs
stephensburgh,-wa-93016"	cbowen@hotmail.com	16-06-1970	universidad-del-cine	18-07-2020	actuario-	la-banda	52
scott-cox	m	"51576-john-rapid
lake-austinport,-in-01963"	kellypatrick@hotmail.com	28-04-1947	universidad-del-cine	21-04-2021	actuario-	alberti	75
william-adams	m	"9241-romero-estate-suite-422
lake-james,-md-01799"	hayleyvargas@hotmail.com	24-06-1996	universidad-del-cine	29-02-2020	licenciatura-en-ciencias-de-la-computación	arroyo-urquiza	26
cassandra-cox	f	"uscgc-keller
fpo-ap-84510"	sara49@gmail.com	17-08-1934	universidad-del-cine	02-11-2019	licenciatura-en-ciencias-de-la-computación	acuña-cue	88
alexis-sanders	f	"13471-alan-islands
garrettmouth,-nj-79285"	jeffreyjones@gmail.com	12-11-1947	universidad-del-cine	14-07-2020	licenciatura-en-kinesiología-y-fisiatría	arroyo-quilla	75
joseph-fisher	m	"19535-vincent-orchard
walkerborough,-wv-97979"	jeremyrodriguez@hotmail.com	17-03-1941	universidad-del-cine	04-12-2020	licenciatura-en-artes	domselaar	81
susan-mccullough	f	"626-andres-ports-suite-832
port-madeline,-ut-10129"	qjones@hotmail.com	27-06-1964	universidad-del-cine	02-12-2019	contador-público-	campo-huber	58
tonya-vaughn	f	"65689-moore-key-apt.-411
west-jasonland,-ks-77769"	vwhite@yahoo.com	17-05-1988	universidad-del-cine	15-11-2021	licenciatura-en-planificación-y-diseño-del-paisaje	beccar	34
alexander-shepard	m	"psc-6201,-box-9328
apo-aa-73983"	christophersmith@yahoo.com	29-03-1981	universidad-del-cine	27-12-2020	licenciatura-en-ciencias-antropológicas	9-de-julio-kilometro-20	41
autumn-smith	f	"303-wright-ferry
north-kurtstad,-mt-88304"	karamcdowell@gmail.com	17-04-1941	universidad-del-cine	24-11-2020	licenciatura-en-administración-	los-laureles	81
sabrina-smith	f	"87794-frederick-dam
barrymouth,-me-25727"	anthony57@hotmail.com	02-07-1988	universidad-del-cine	19-05-2020	ingeniería-electrónica	campo-charo	34
sophia-thomas	f	"351-brian-view-apt.-130
jasonbury,-mi-35182"	rscott@hotmail.com	23-04-1970	universidad-del-cine	24-05-2020	arquitectura	buena-vista	52
stephanie-curtis	f	"48369-mark-court-suite-936
ellisport,-de-24461"	jonesroger@hotmail.com	21-07-1992	universidad-del-cine	26-11-2021	licenciatura-en-psicología	bermudez	30
sandra-nixon	f	"149-paula-views
south-debbie,-ks-91776"	katelynhall@hotmail.com	09-05-1997	universidad-del-cine	28-02-2020	licenciatura-en-ciencias-ambientales	agua-de-castilla	25
craig-baker	m	"123-amy-square-apt.-067
johnsonfort,-nm-00769"	vharvey@gmail.com	17-06-1939	universidad-del-cine	12-12-2020	licenciatura-en-psicología	antonio-carboni	83
betty-mora	f	"716-moyer-run-apt.-148
north-maryberg,-ma-79329"	baileytammie@hotmail.com	09-11-1993	universidad-del-cine	30-01-2020	licenciatura-en-artes	apeadero-las-chimbas	29
cindy-richardson	f	"6936-robert-plaza
north-jessicachester,-az-25359"	thomas03@hotmail.com	22-06-1973	universidad-del-cine	02-12-2019	licenciatura-en-ciencias-geológicas	colonia-nac-de-alienados	49
michael-hall	m	"0968-ashley-trace-apt.-672
rochaport,-ks-21098"	stephanieaguilar@gmail.com	20-12-1957	universidad-del-cine	25-12-2019	licenciatura-en-ciencias-de-la-educación-	bagual	64
amanda-pena	f	"02481-pitts-brooks
north-tina,-ga-14843"	skinnerheather@yahoo.com	18-06-1936	universidad-del-cine	26-11-2021	contador-público-	ceres	86
margaret-jones	f	"546-timothy-common
stephenport,-la-01988"	herreraveronica@hotmail.com	18-06-1976	universidad-del-cine	22-12-2019	diseño-industrial	ezpeleta-este	46
john-bell	m	"56014-sanchez-view
higginsbury,-sc-47532"	debraclark@hotmail.com	13-06-2002	universidad-del-cine	09-10-2021	diseño-industrial	almirante-brown	20
paul-jones	m	"218-michelle-falls
port-aaronberg,-or-65233"	ubyrd@hotmail.com	10-03-1994	universidad-del-cine	18-03-2021	ingeniería-electrónica	cachirulo	28
heather-franklin	f	"53564-chapman-route-suite-648
south-kristenton,-wv-96411"	thomasnathan@gmail.com	18-07-1957	universidad-del-cine	31-10-2021	bioquímica	candioti	65
jessica-gonzalez	f	"73713-angela-point
carpenterchester,-ky-01579"	smithtracy@yahoo.com	10-01-1985	universidad-del-cine	31-12-2019	licenciatura-en-ciencia-política-	cantera-aguirre	37
jason-gray	m	"psc-9443,-box-1893
apo-aa-56871"	paulwalker@hotmail.com	08-06-1940	universidad-del-cine	27-01-2020	licenciatura-en-ciencias-geológicas	bañado-norte	82
jason-baker	m	"001-mark-walks
adamsside,-nh-81344"	samanthawhitaker@gmail.com	20-02-1985	universidad-del-cine	26-04-2020	licenciatura-en-ciencias-geológicas	estacion-de-zootecnia-b	37
lisa-krause	f	"psc-3503,-box-7197
apo-ae-58802"	patrick85@gmail.com	01-07-1973	universidad-del-cine	26-07-2021	licenciatura-en-terapia-ocupacional	calderon	49
dana-sanders	f	"0598-orr-shoal-apt.-432
brownberg,-ks-46711"	jessicablair@gmail.com	06-01-2000	universidad-del-cine	26-05-2021	contador-público-	barrio-don-santiago	22
bradley-williams	m	"314-brandon-run
morganton,-or-01734"	deborahmoore@hotmail.com	27-12-1959	universidad-del-cine	18-02-2021	arquitectura	alcorta	62
michael-jones	m	"7772-arthur-route
lake-martha,-ms-96516"	ujackson@yahoo.com	24-11-1950	universidad-del-cine	01-02-2021	agronomía	asuncion-maria	71
christopher-ross	m	"unit-5956-box-5707
dpo-ae-38128"	hansonjason@hotmail.com	28-04-1956	universidad-del-cine	30-04-2020	licenciatura-en-ciencias-biológicas	estancia-las-isletas	66
debra-rojas	f	"24693-nancy-plaza
new-ashley,-co-07162"	hannah10@gmail.com	13-02-1954	universidad-del-cine	24-10-2019	licenciatura-en-administración-	abra-de-hinojo	68
richard-ray	m	"235-weiss-squares
elizabethburgh,-de-72821"	jeffrey98@yahoo.com	25-09-2001	universidad-del-cine	03-12-2021	ingeniería-electrónica	el-espinillo	21
jennifer-peterson	f	"8103-hatfield-courts
south-taylor,-ok-48119"	tsmith@yahoo.com	01-09-2002	universidad-del-cine	11-02-2020	licenciatura-en-producción-de-bioimagenes	la-viticola	20
zachary-rogers	m	"495-williams-corner-suite-999
west-elizabethton,-nj-91320"	umacias@gmail.com	15-04-1941	universidad-del-cine	27-11-2019	licenciatura-en-sociología-	la-sara	81
andres-jensen	m	"362-ronald-river-suite-892
east-emilyfort,-wi-89588"	ncunningham@yahoo.com	09-06-1950	universidad-del-cine	15-08-2020	técnico-para-bioterios-	landeta	72
courtney-thornton	f	"96573-william-cliffs
baileymouth,-sd-02226"	gsosa@hotmail.com	03-06-1934	universidad-del-cine	05-04-2021	agronomía	porvenir	88
patrick-brown	m	"unit-4601-box-3955
dpo-ae-67977"	qdavis@gmail.com	18-06-1994	universidad-del-cine	28-04-2020	licenciatura-en-ciencias-biológicas	bernal-este	28
stephen-taylor	m	"324-daniel-cove
diazfurt,-ri-71638"	hicksmelanie@yahoo.com	20-10-1954	universidad-del-cine	04-10-2019	farmacia	estacion-lago-epecuen	68
frank-campbell	m	"1953-kerr-mills
lake-kenneth,-sc-87220"	ashlee27@yahoo.com	13-01-1943	universidad-del-cine	21-12-2021	licenciatura-en-ciencias-geológicas	juancho	79
russell-benton	m	"5776-marcus-fork
north-brianville,-nj-80944"	gavintucker@gmail.com	09-01-1982	universidad-del-cine	26-12-2019	licenciatura-en-musicoterapia	caraguata	40
keith-ferguson	m	"6331-kevin-rest
south-haileystad,-az-55034"	xthornton@gmail.com	14-11-1957	universidad-del-cine	18-07-2021	licenciatura-en-ciencias-de-la-computación	firmat	65
jorge-rose	m	"37090-moore-curve-apt.-687
lake-noah,-me-22335"	josephwhite@yahoo.com	15-12-1993	universidad-del-cine	10-01-2021	licenciatura-en-musicoterapia	colhue-huapi	28
tracey-bowers	f	"64197-amanda-fort
lake-antonio,-mi-53524"	dunlapkatrina@gmail.com	19-10-1954	universidad-del-cine	23-11-2020	licenciatura-en-ciencia-política-	palantelen	68
kristen-cunningham	f	"0864-armstrong-turnpike-suite-229
new-madeline,-az-79897"	millsannette@hotmail.com	21-12-1936	universidad-del-cine	28-06-2020	diseño-industrial	del-valle	85
heather-nguyen	f	"766-hayes-corner
davisside,-la-78235"	stephen26@hotmail.com	12-02-1936	universidad-del-cine	18-02-2020	licenciatura-en-terapia-ocupacional	carlos-salas	86
sandra-spencer	f	"41397-james-shores
new-theresa,-ms-29444"	kimberly40@gmail.com	02-09-1939	universidad-del-cine	19-07-2021	licenciatura-en-producción-de-bioimagenes	ampacama	83
erin-james	f	"uss-bryant
fpo-ap-49405"	hharris@hotmail.com	05-06-1961	universidad-del-cine	24-03-2021	licenciatura-en-ciencias-de-la-computación	del-valle	61
javier-anderson	m	"284-mccarty-bridge
port-danielland,-ks-89758"	vreilly@gmail.com	01-03-1979	universidad-del-cine	18-11-2019	agronomía	caminera-lujan	43
joseph-lee	m	"486-villarreal-spurs-apt.-434
emilymouth,-ny-11810"	mirandaalvarez@hotmail.com	19-06-1980	universidad-del-cine	05-11-2021	licenciatura-en-ciencias-de-la-computación	avena	42
john-washington	m	"828-beard-fords-apt.-434
south-patrickville,-nh-28941"	llynch@hotmail.com	01-03-1960	universidad-del-cine	01-12-2021	licenciatura-en-planificación-y-diseño-del-paisaje	costa-grande	62
michael-morris	m	"6991-morrison-squares-suite-412
pennyhaven,-in-48404"	gomezmargaret@yahoo.com	19-06-1934	universidad-del-cine	18-03-2021	licenciatura-en-ciencias-biológicas	antiguo	88
dr.-mark-rivera-md	m	"9017-robinson-causeway
port-amanda,-ct-31924"	hollandkelsey@yahoo.com	16-08-1991	universidad-del-cine	31-01-2021	licenciatura-en-administración-	alto-los-cardales	31
russell-davis	m	"344-moore-fall
north-tracy,-oh-03562"	ochambers@gmail.com	21-02-1987	universidad-del-cine	18-02-2021	ciencias-veterinarias	adrian-maturano	35
megan-ward	f	"382-james-corner
lake-mark,-ga-62919"	michelle70@yahoo.com	27-04-1961	universidad-del-cine	09-08-2021	licenciatura-en-planificación-y-diseño-del-paisaje	ciudad-madero	61
chad-dudley	m	"0634-pope-turnpike
lake-angela,-tx-83220"	msmith@yahoo.com	26-12-1965	universidad-del-cine	26-11-2020	licenciatura-en-ciencia-política-	la-colina	56
jordan-hansen	m	"98773-joe-street-apt.-586
lauramouth,-ia-18877"	michael85@hotmail.com	14-08-1954	universidad-del-cine	26-11-2019	ingeniería-en-informática	batavia	68
sarah-bray	f	"474-kyle-canyon
north-patriciamouth,-az-51771"	austin15@hotmail.com	09-08-1997	universidad-del-cine	14-04-2020	licenciatura-en-terapia-ocupacional	copacabana	25
phillip-coffey	m	"uscgc-bailey
fpo-ae-19995"	kristina52@hotmail.com	29-05-1998	universidad-del-cine	28-01-2020	medicina	abra-del-trigo	24
lonnie-myers	m	"9173-michael-street
south-thomasberg,-az-25729"	brenda21@hotmail.com	23-02-1963	universidad-del-cine	27-06-2021	licenciatura-en-kinesiología-y-fisiatría	bernardo-larroude	59
pamela-rodriguez	f	"7468-west-grove
new-lindseyside,-ri-14556"	chenroger@yahoo.com	13-11-1992	universidad-del-cine	06-12-2019	ciencias-veterinarias	arroyo-quilla	30
cameron-henry	m	"840-ferguson-route
luismouth,-ia-92145"	michael26@yahoo.com	16-05-1942	universidad-del-cine	23-10-2021	licenciatura-en-sociología-	est-jauregui-va-flandria	80
todd-gonzalez	m	"854-regina-heights
lake-ricardomouth,-va-52492"	griffingary@yahoo.com	16-12-1976	universidad-del-cine	02-09-2020	agronomía	colonia-jauregui	45
bethany-carroll	f	"8443-eric-haven
south-michaelchester,-wi-42856"	cfrederick@yahoo.com	27-12-1978	universidad-del-cine	21-05-2020	licenciatura-en-ciencias-antropológicas	baños-lunlunta	43
craig-wilson	m	"6362-michael-circle-suite-216
new-kim,-ca-36339"	jamesgarrett@yahoo.com	12-12-1988	universidad-del-cine	10-08-2021	licenciatura-en-ciencias-antropológicas	acasape	33
karen-mahoney	f	"974-joshua-field-apt.-536
south-savannahmouth,-sd-79660"	david20@hotmail.com	02-07-1995	universidad-del-cine	05-06-2021	licenciatura-en-ciencias-ambientales	bealistock	27
brittany-pitts	f	"978-grace-wall-suite-173
butlerport,-hi-25084"	huberdiane@gmail.com	20-06-1993	universidad-del-cine	12-01-2020	licenciatura-en-relaciones-del-trabajo-	agua-de-los-manantiales	29
krystal-steele	f	"6338-miller-crossroad
port-henry,-md-49121"	stephensjason@gmail.com	15-07-1941	universidad-del-cine	14-06-2021	licenciatura-en-psicología	bañadito-viejo	81
todd-morales	m	"2841-russell-parks
north-josephmouth,-nd-22863"	lwolf@gmail.com	08-02-2001	universidad-del-cine	13-11-2019	licenciatura-en-administración-	colonia-monte-la-plata	21
joshua-jensen	m	"uscgc-griffin
fpo-aa-09349"	fduarte@gmail.com	02-07-2003	universidad-del-cine	08-07-2021	ingeniería-mecánica	avia-terai	19
zachary-garcia	m	"870-patricia-rest-suite-190
north-jasmin,-ut-19963"	susanrobinson@hotmail.com	22-08-1959	universidad-del-cine	15-02-2021	diseño-industrial	abralaite	63
yesenia-owens	f	"9924-joyce-pine-apt.-826
mckinneyfurt,-oh-70057"	kglenn@gmail.com	29-10-1991	universidad-del-cine	22-07-2021	contador-público-	arroyo-seco	31
samantha-hanson	f	"8174-tate-locks-suite-216
south-ryanberg,-mi-09496"	michael83@yahoo.com	04-07-1948	universidad-del-cine	24-01-2021	licenciatura-en-ciencias-biológicas	arroyo-grande	74
jeffrey-mann	m	"48585-sheri-fall
west-joseph,-ks-30078"	daniel70@gmail.com	23-07-1956	universidad-del-cine	08-08-2021	ingeniería-electrónica	el-hoyo	66
edward-mendez	m	"8306-tasha-knoll
ericport,-wi-80629"	evansstephanie@hotmail.com	27-11-1999	universidad-del-cine	05-07-2021	agronomía	francisco-paz	22
timothy-smith	m	"unit-7953-box-0103
dpo-ae-84014"	patricia63@gmail.com	20-05-1939	universidad-del-cine	25-05-2021	licenciatura-en-ciencia-política-	agua-y-energia	83
crystal-wright	f	"psc-6384,-box-1981
apo-ae-78666"	keith55@gmail.com	03-12-1964	universidad-del-cine	27-07-2020	bioquímica	el-guanaco	57
james-price	m	"3175-mills-haven
ramseyberg,-az-93863"	lowebrian@hotmail.com	04-10-1983	universidad-del-cine	28-10-2021	ciencias-veterinarias	bernal-este	39
allen-johnson	m	"65905-shane-pines-suite-865
lake-stacy,-nm-22837"	marthawhite@yahoo.com	25-03-1935	universidad-del-cine	12-02-2020	licenciatura-en-producción-de-bioimagenes	arroyo-baru	87
